"Line","TrapID","Code","TrapType","TrapSubType","Tags","Latitude","Longitude","Easting","Northing","EntryID","Date","Status","InitialBait","Rebaited","BaitType","BaitDetails","RecordedBy","Strikes","SpeciesCaught","Sex","Maturity","TrapCondition","Notes"
NA,7223337,"MT 2D (retired)","Sentinel",NA,NA,-43.653068120483,172.62686851804,1569910.7394946,5166591.3119247,7267796,2022-02-18 09:50:00,"Sprung",NA,"Yes","Peanut butter",NA,"Denis Aldridge",1,"Possum",NA,"Adult","OK",NA
NA,7224268,"MT 2J","Sentinel",NA,NA,-43.649925145164,172.62872599358,1570058.9647658,5166941.0459452,7268235,2022-02-18 10:21:00,"Sprung","Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",1,"Possum",NA,"Adult","OK",NA
NA,7223237,"MT 3A","Sentinel",NA,NA,-43.652231825359,172.62810814246,1570010.2865197,5166684.6404467,7269188,2022-02-18 11:35:00,"Sprung",NA,"Yes","Peanut butter",NA,"Denis Aldridge",1,"Possum",NA,"Adult","OK",NA
NA,7240113,"ST 4D (retired)","Sentinel",NA,NA,-43.654450343905,172.62593120088,1569835.8461937,5166437.460373,7292421,2022-02-22 09:52:00,"Sprung","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"1: MT Upper",7238820,"1B A12","AT220",NA,NA,-43.649886422962,172.62515137801,1569770.6737093,5166944.0508709,7292500,2022-02-22 09:59:00,"Sprung","None","Yes","Mayo",NA,"Denis Aldridge",1,"Possum",NA,"Adult","OK",NA
NA,7241865,"ST 4F","Sentinel",NA,NA,-43.654608456257,172.62737792663,1569952.5861576,5166420.4249929,7292941,2022-02-22 10:38:00,"Sprung","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7222776,"MT 3C (retired)","Sentinel",NA,NA,-43.651961816712,172.62895620235,1570078.5408718,5166714.9339742,7297570,2022-02-22 15:31:00,"Sprung",NA,"Yes","Peanut butter",NA,"Denis Aldridge",1,"Possum",NA,"Adult","OK",NA
NA,7222524,"MT 3D (retired)","Sentinel",NA,NA,-43.651988353218,172.62996997854,1570160.3063094,5166712.3517537,7297639,2022-02-22 15:34:00,"Sprung","None","Yes","Peanut butter",NA,"Denis Aldridge",1,"Possum",NA,"Adult","OK",NA
NA,7224643,"MT 3I","Sentinel",NA,NA,-43.651307835904,172.63248172468,1570362.5222188,5166788.830676,7297652,2022-02-22 15:35:00,"Sprung",NA,"Yes","Peanut butter",NA,"Denis Aldridge",1,"Possum",NA,"Adult","OK",NA
"1: MT Upper",7242778,"1D A13 (retired)","AT220",NA,NA,-43.648686387044,172.62678323583,1569901.6742486,5167077.9211435,7390086,2022-02-25 09:52:00,"Sprung","None","Yes","Mayo",NA,"Denis Aldridge",1,"Rat",NA,"Adult","OK",NA
"1: MT Upper",7242894,"1G A7 (retired)","AT220",NA,NA,-43.649010649111,172.62891845806,1570074.0318437,5167042.6802628,7390501,2022-02-25 10:18:00,"Sprung",NA,"Yes","Mayo",NA,"Denis Aldridge",1,"Possum",NA,"Adult","OK",NA
NA,7234154,"BF 7I (retired)","Sentinel",NA,NA,-43.650834215916,172.63882694042,1570873.9857534,5166843.6775022,7390843,2022-02-25 10:43:00,"Sprung","Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK","Sprung & furry"
"7. ST Lower",7233993,"BF 7G (retired)","Sentinel",NA,NA,-43.652327167148,172.63792520294,1570801.9903363,5166677.5518738,7390940,2022-02-25 10:51:00,"Sprung","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7232911,"BF 7A","Sentinel",NA,NA,-43.654567717959,172.63373897391,1570465.5072169,5166427.2326172,7391653,2022-02-25 11:31:00,"Sprung","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7222776,"MT 3C (retired)","Sentinel",NA,NA,-43.651961816712,172.62895620235,1570078.5408718,5166714.9339742,7391733,2022-02-25 11:34:00,"Sprung","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",1,"Possum",NA,"Adult","OK",NA
NA,7224641,"MT 3G","Sentinel",NA,NA,-43.651393017114,172.63080544116,1570227.3850358,5166778.7704559,7392444,2022-02-25 12:06:00,"Sprung",NA,"Yes","Peanut butter",NA,"Denis Aldridge",1,"Possum",NA,"Adult","OK",NA
NA,7224643,"MT 3I","Sentinel",NA,NA,-43.651307835904,172.63248172468,1570362.5222188,5166788.830676,7392449,2022-02-25 12:32:00,"Sprung","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",1,"Possum",NA,"Adult","OK",NA
NA,7234443,"BF 7K","Sentinel",NA,NA,-43.650115623585,172.64016944894,1570981.9035283,5166923.9553511,7408282,2022-02-28 10:21:00,"Still set, bait missing","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"6: ST South",7248798,"ST 6M","Sentinel",NA,NA,-43.658287584789,172.62889346925,1570076.6232607,5166012.3640791,7408736,2022-02-28 11:03:00,"Sprung","None","Yes","Peanut butter",NA,"Denis Aldridge",2,"Possum",NA,"Adult","OK",NA
NA,7241865,"ST 4F","Sentinel",NA,NA,-43.654608456257,172.62737792663,1569952.5861576,5166420.4249929,7408992,2022-02-28 11:16:00,"Sprung","None","Yes","Peanut butter",NA,"Denis Aldridge",1,"Possum",NA,"Adult","OK",NA
"15. ST Auto Line",7248141,"A94 (retired)","AT220",NA,NA,-43.658192751775,172.62696999873,1569921.4809077,5166022.2010439,7409279,2022-02-28 11:40:00,"Sprung","None","Yes","Peanut butter",NA,"Denis Aldridge",2,"Possum",NA,"Adult","OK",NA
"6: ST South",7247788,"ST 6H","Sentinel",NA,NA,-43.658859488601,172.62766279151,1569977.6750989,5165948.4032685,7409481,2022-02-28 11:57:00,"Sprung","None","Yes","Peanut butter",NA,"Denis Aldridge",1,"Possum",NA,"Adult","OK",NA
"6: ST South",7247462,"ST 6F (retired)","Sentinel",NA,NA,-43.659117845768,172.62921542686,1570102.995601,5165920.2702879,7409676,2022-02-28 12:09:00,"Still set, bait OK","Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7222258,"MT 3C","Sentinel",NA,NA,-43.652046569856,172.63069545515,1570218.8384771,5166706.1467032,7410927,2022-02-28 14:25:00,"Sprung",NA,"Yes","Peanut butter",NA,"Denis Aldridge",1,"Possum",NA,"Adult","OK",NA
"6: ST South",7242909,"ST 6D","Sentinel",NA,NA,-43.657425891022,172.6307436093,1570225.3796332,5166108.73026,7411869,2022-02-28 15:46:00,"Sprung","Possum Dough","Yes","Peanut butter",NA,NA,1,"Possum",NA,NA,"OK",NA
NA,7222784,"MT 2B","Sentinel",NA,NA,-43.651864853866,172.62475037315,1569739.3283612,5166724.1780378,7431271,2022-03-03 09:32:00,"Still set, bait OK","Possum Dough","Yes","Peanut butter","Replaces egg","Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7240113,"ST 4D (retired)","Sentinel",NA,NA,-43.654450343905,172.62593120088,1569835.8461937,5166437.460373,7431419,2022-03-03 09:49:00,"Sprung","None","Yes","Peanut butter","L","Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7224268,"MT 2J","Sentinel",NA,NA,-43.649925145164,172.62872599358,1570058.9647658,5166941.0459452,7431907,2022-03-03 10:44:00,"Still set, bait OK","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7432133,"MT 9A","Sentinel",NA,NA,-43.650677846146,172.63198216332,1570321.9262557,5166858.6195361,7432181,2022-03-03 11:11:00,"Still set, bait bad",NA,"Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7300733,"MT 9B","Sentinel",NA,NA,-43.650859129673,172.63296889279,1570401.5881907,5166838.8383174,7432263,2022-03-03 11:19:00,"Still set, bait OK","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7300884,"MT 9C","Sentinel",NA,NA,-43.650567773996,172.63348317311,1570442.9183359,5166871.3798549,7432357,2022-03-03 11:20:00,"Still set, bait OK","Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7301003,"MT 9D","Sentinel",NA,NA,-43.650283232271,172.63471864491,1570542.4117056,5166903.4205629,7432462,2022-03-03 11:23:00,"Still set, bait OK","Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7301809,"MT 9G","Sentinel",NA,NA,-43.649409689365,172.63841084244,1570839.7412265,5167001.7408667,7432739,2022-03-03 11:58:00,"Sprung","Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"15. ST Auto Line",7248141,"A94 (retired)","AT220",NA,NA,-43.658192751775,172.62696999873,1569921.4809077,5166022.2010439,7432751,2022-03-03 12:00:00,"Sprung","Peanut butter","Yes","Peanut butter","L","Denis Aldridge",1,"Possum",NA,"Adult","OK",NA
NA,7296957,"C 8I  (retired)","Sentinel",NA,NA,-43.649937594912,172.63974748194,1570947.7886794,5166943.5798047,7433110,2022-03-03 12:27:00,"Still set, bait OK","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7295719,"C 8E","Sentinel",NA,NA,-43.651820344344,172.63686433792,1570716.1949919,5166733.4664506,7433443,2022-03-03 12:45:00,"Still set, bait missing","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7294238,"C 8A","Sentinel",NA,NA,-43.654278541711,172.63361165722,1570455.0988964,5166459.3035559,7434266,2022-03-03 13:46:00,"Still set, bait missing","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7232911,"BF 7A","Sentinel",NA,NA,-43.654567717959,172.63373897391,1570465.5072169,5166427.2326172,7434310,2022-03-03 13:49:00,"Still set, bait missing","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7233139,"BF 7C (retired)","Sentinel",NA,NA,-43.654067491497,172.63510562221,1570575.4665948,5166483.2737524,7435125,2022-03-03 14:01:00,"Still set, bait missing","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"7. ST Lower",7233720,"BF 7E","Sentinel",NA,NA,-43.653440514893,172.63647183679,1570685.3311742,5166553.3899301,7435168,2022-03-03 14:08:00,"Still set, bait missing","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7234154,"BF 7I (retired)","Sentinel",NA,NA,-43.650834215916,172.63882694042,1570873.9857534,5166843.6775022,7437214,2022-03-03 14:29:00,"Sprung","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7234443,"BF 7K","Sentinel",NA,NA,-43.650115623585,172.64016944894,1570981.9035283,5166923.9553511,7438096,2022-03-03 14:44:00,"Still set, bait missing","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7234485,"BF 7L (retired)","Sentinel",NA,NA,-43.649438130009,172.64095786861,1571045.1592505,5166999.4738356,7438150,2022-03-03 14:49:00,"Still set, bait missing","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7297211,"C 8K (retired)","Sentinel",NA,NA,-43.649261476215,172.6420901908,1571136.390484,5167019.4875527,7438234,2022-03-03 14:53:00,"Sprung","None","Yes","Peanut butter",NA,"Denis Aldridge",1,"Possum",NA,"Adult","OK",NA
NA,7246813,"P A3","AT220",NA,NA,-43.656182377673,172.63281271292,1570391.6088436,5166247.5765782,7442653,2022-03-04 10:39:00,"Still set, bait OK","None","Yes","Mayo",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7238251,"ST A15 (retired)","AT220",NA,NA,-43.654550424882,172.62449797282,1569720.3237785,5166425.8233902,7461842,2022-03-07 09:20:00,"Sprung","None","Yes","Mayo",NA,"Denis Aldridge",1,"Possum",NA,"Adult","OK",NA
NA,7222784,"MT 2B","Sentinel",NA,NA,-43.651864853866,172.62475037315,1569739.3283612,5166724.1780378,7461893,2022-03-07 09:29:00,"Still set, bait missing","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7240113,"ST 4D (retired)","Sentinel",NA,NA,-43.654450343905,172.62593120088,1569835.8461937,5166437.460373,7462341,2022-03-07 09:56:00,"Sprung","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7234154,"BF 7I (retired)","Sentinel",NA,NA,-43.650834215916,172.63882694042,1570873.9857534,5166843.6775022,7466181,2022-03-07 14:46:00,"Still set, bait bad","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7234485,"BF 7L (retired)","Sentinel",NA,NA,-43.649438130009,172.64095786861,1571045.1592505,5166999.4738356,7466299,2022-03-07 15:04:00,"Still set, bait missing","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"6: ST South",7248798,"ST 6M","Sentinel",NA,NA,-43.658287584789,172.62889346925,1570076.6232607,5166012.3640791,7502860,2022-03-08 10:02:00,"Sprung","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7232911,"BF 7A","Sentinel",NA,NA,-43.654567717959,172.63373897391,1570465.5072169,5166427.2326172,7522854,2022-03-10 09:45:00,"Still set, bait missing","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7223337,"MT 2D (retired)","Sentinel",NA,NA,-43.653068120483,172.62686851804,1569910.7394946,5166591.3119247,7523109,2022-03-10 10:10:00,"Sprung","None","Yes","Peanut butter","Bait bad and replaced","Denis Aldridge",0,"None",NA,"Adult","OK",NA
"7. ST Lower",7233720,"BF 7E","Sentinel",NA,NA,-43.653440514893,172.63647183679,1570685.3311742,5166553.3899301,7523105,2022-03-10 10:13:00,"Still set, bait missing","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"7. ST Lower",7233993,"BF 7G (retired)","Sentinel",NA,NA,-43.652327167148,172.63792520294,1570801.9903363,5166677.5518738,7523333,2022-03-10 10:29:00,"Still set, bait missing","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7234154,"BF 7I (retired)","Sentinel",NA,NA,-43.650834215916,172.63882694042,1570873.9857534,5166843.6775022,7523721,2022-03-10 11:00:00,"Still set, bait missing","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7296957,"C 8I  (retired)","Sentinel",NA,NA,-43.649937594912,172.63974748194,1570947.7886794,5166943.5798047,7523922,2022-03-10 11:19:00,"Still set, bait missing","None","Yes","Peanut butter","PB","Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7234443,"BF 7K","Sentinel",NA,NA,-43.650115623585,172.64016944894,1570981.9035283,5166923.9553511,7523978,2022-03-10 11:23:00,"Still set, bait missing","Possum Dough","Yes","Peanut butter","PB","Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7234485,"BF 7L (retired)","Sentinel",NA,NA,-43.649438130009,172.64095786861,1571045.1592505,5166999.4738356,7524056,2022-03-10 11:30:00,"Still set, bait missing","Peanut butter","Yes","Peanut butter","PB","Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7295719,"C 8E","Sentinel",NA,NA,-43.651820344344,172.63686433792,1570716.1949919,5166733.4664506,7524656,2022-03-10 12:05:00,"Still set, bait missing","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7222258,"MT 3C","Sentinel",NA,NA,-43.652046569856,172.63069545515,1570218.8384771,5166706.1467032,7531078,2022-03-11 10:09:00,"Still set, bait bad","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7300733,"MT 9B","Sentinel",NA,NA,-43.650859129673,172.63296889279,1570401.5881907,5166838.8383174,7531599,2022-03-11 10:27:00,"Still set, bait bad","None","Yes","Peanut butter","L","Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7300884,"MT 9C","Sentinel",NA,NA,-43.650567773996,172.63348317311,1570442.9183359,5166871.3798549,7531600,2022-03-11 10:27:00,"Still set, bait bad","None","Yes","Peanut butter","L","Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7301684,"MT 9F","Sentinel",NA,NA,-43.650122536621,172.63615640324,1570658.2794999,5166921.7768333,7531603,2022-03-11 10:38:00,"Still set, bait bad","None","Yes","Peanut butter","L","Denis Aldridge",0,"None",NA,"Adult","OK",NA
"7. ST Lower",7233993,"BF 7G (retired)","Sentinel",NA,NA,-43.652327167148,172.63792520294,1570801.9903363,5166677.5518738,7546569,2022-03-14 09:12:00,"Still set, bait missing","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7234154,"BF 7I (retired)","Sentinel",NA,NA,-43.650834215916,172.63882694042,1570873.9857534,5166843.6775022,7546725,2022-03-14 09:32:00,"Still set, bait missing","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7223337,"MT 2D (retired)","Sentinel",NA,NA,-43.653068120483,172.62686851804,1569910.7394946,5166591.3119247,7546763,2022-03-14 09:37:00,"Still set, bait bad","None","Yes","Peanut butter","L","Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7239958,"ST A5","AT220",NA,NA,-43.655106231131,172.62606689987,1569847.1168758,5166364.6660736,7546816,2022-03-14 09:44:00,"Still set, bait OK","None","Yes","Mayo",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7234443,"BF 7K","Sentinel",NA,NA,-43.650115623585,172.64016944894,1570981.9035283,5166923.9553511,7546838,2022-03-14 09:48:00,"Still set, bait missing","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7224268,"MT 2J","Sentinel",NA,NA,-43.649925145164,172.62872599358,1570058.9647658,5166941.0459452,7546977,2022-03-14 10:08:00,"Still set, bait bad","None","Yes","Peanut butter","L","Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7300267,"MT 2N","Sentinel",NA,NA,-43.650811523791,172.62938274299,1570112.3672687,5166842.8404554,7565516,2022-03-14 10:41:00,"Still set, bait bad","None","Yes","Peanut butter","L","Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7300733,"MT 9B","Sentinel",NA,NA,-43.650859129673,172.63296889279,1570401.5881907,5166838.8383174,7565521,2022-03-14 11:18:00,"Still set, bait missing","Peanut butter","Yes","Peanut butter","L","Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7300884,"MT 9C","Sentinel",NA,NA,-43.650567773996,172.63348317311,1570442.9183359,5166871.3798549,7565522,2022-03-14 11:22:00,"Still set, bait missing","Peanut butter","Yes","Peanut butter","L","Denis Aldridge",0,"None",NA,"Adult","OK",NA
"1: MT Upper",7242894,"1G A7 (retired)","AT220",NA,NA,-43.649010649111,172.62891845806,1570074.0318437,5167042.6802628,7548155,2022-03-14 11:32:00,"Still set, bait OK","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7232857,"ST 5A (retired)","Sentinel",NA,NA,-43.653794142048,172.63340146857,1570437.9120301,5166513.0267021,7550562,2022-03-14 15:37:00,"Still set, bait bad","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7232857,"ST 5A (retired)","Sentinel",NA,NA,-43.653794142048,172.63340146857,1570437.9120301,5166513.0267021,7550566,2022-03-14 15:38:00,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"1: MT Upper",7464335,"1Sd (retired)","Sentinel",NA,NA,-43.648750607854,172.62685831118,1569907.7608188,5167070.8159317,7550976,2022-03-14 15:56:00,"Sprung","None","Yes","Peanut butter",NA,"Denis Aldridge",1,"Possum",NA,"Adult","OK",NA
"1: MT Upper",7464269,"1Sc","Sentinel",NA,NA,-43.64905335361,172.62655039549,1569883.0800233,5167037.0809938,7572637,2022-03-17 13:55:00,"Sprung","None","Yes","Peanut butter",NA,"Denis Aldridge",1,"Possum",NA,"Adult","OK","Trap fallen from tree. Found male possum and trap 5m down"
"1: MT Upper",7464335,"1Sd (retired)","Sentinel",NA,NA,-43.648750607854,172.62685831118,1569907.7608188,5167070.8159317,7573023,2022-03-17 14:24:00,"Sprung","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",1,"Possum",NA,"Adult","OK","Young female"
NA,7233139,"BF 7C (retired)","Sentinel",NA,NA,-43.654067491497,172.63510562221,1570575.4665948,5166483.2737524,7617386,2022-03-18 11:18:00,"Still set, bait bad","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"7. ST Lower",7233720,"BF 7E","Sentinel",NA,NA,-43.653440514893,172.63647183679,1570685.3311742,5166553.3899301,7617543,2022-03-18 11:33:00,"Still set, bait bad","Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"7. ST Lower",7233993,"BF 7G (retired)","Sentinel",NA,NA,-43.652327167148,172.63792520294,1570801.9903363,5166677.5518738,7617636,2022-03-18 11:45:00,"Still set, bait missing","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7234154,"BF 7I (retired)","Sentinel",NA,NA,-43.650834215916,172.63882694042,1570873.9857534,5166843.6775022,7617812,2022-03-18 12:05:00,"Still set, bait missing","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7234443,"BF 7K","Sentinel",NA,NA,-43.650115623585,172.64016944894,1570981.9035283,5166923.9553511,7617995,2022-03-18 12:15:00,"Still set, bait missing","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7234485,"BF 7L (retired)","Sentinel",NA,NA,-43.649438130009,172.64095786861,1571045.1592505,5166999.4738356,7618071,2022-03-18 12:25:00,"Still set, bait missing","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7296957,"C 8I  (retired)","Sentinel",NA,NA,-43.649937594912,172.63974748194,1570947.7886794,5166943.5798047,7728542,2022-03-21 10:11:00,"Still set, bait missing","Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7297211,"C 8K (retired)","Sentinel",NA,NA,-43.649261476215,172.6420901908,1571136.390484,5167019.4875527,7728564,2022-03-21 10:13:00,"Still set, bait missing","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7300884,"MT 9C","Sentinel",NA,NA,-43.650567773996,172.63348317311,1570442.9183359,5166871.3798549,7730832,2022-03-21 11:16:00,"Still set, bait missing","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7300733,"MT 9B","Sentinel",NA,NA,-43.650859129673,172.63296889279,1570401.5881907,5166838.8383174,7730864,2022-03-21 11:22:00,"Still set, bait missing","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"1: MT Upper",7463463,"1Sb","Sentinel",NA,NA,-43.649517763552,172.62571304132,1569815.7839471,5166985.1989771,7731280,2022-03-21 11:24:00,"Sprung","None","Yes","Peanut butter",NA,"Denis Aldridge",1,"Possum",NA,"Adult","OK",NA
NA,7432133,"MT 9A","Sentinel",NA,NA,-43.650677846146,172.63198216332,1570321.9262557,5166858.6195361,7730954,2022-03-21 11:28:00,"Still set, bait missing","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7294238,"C 8A","Sentinel",NA,NA,-43.654278541711,172.63361165722,1570455.0988964,5166459.3035559,7730998,2022-03-21 11:35:00,"Still set, bait missing","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7301684,"MT 9F","Sentinel",NA,NA,-43.650122536621,172.63615640324,1570658.2794999,5166921.7768333,7731011,2022-03-21 11:37:00,"Still set, bait missing","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"6: ST South",7247788,"ST 6H","Sentinel",NA,NA,-43.658859488601,172.62766279151,1569977.6750989,5165948.4032685,7731106,2022-03-21 11:45:00,"Sprung","None","Yes","Peanut butter","L","Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7294424,"C 8C","Sentinel",NA,NA,-43.653017841609,172.6351523993,1570578.7261989,5166599.8656553,7731136,2022-03-21 11:47:00,"Still set, bait bad","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7301809,"MT 9G","Sentinel",NA,NA,-43.649409689365,172.63841084244,1570839.7412265,5167001.7408667,7731193,2022-03-21 11:55:00,"Sprung","None","Yes","Peanut butter",NA,"Denis Aldridge",1,"Possum",NA,"Adult","OK",NA
NA,7295719,"C 8E","Sentinel",NA,NA,-43.651820344344,172.63686433792,1570716.1949919,5166733.4664506,7731317,2022-03-21 12:10:00,"Still set, bait missing","Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7234485,"BF 7L (retired)","Sentinel",NA,NA,-43.649438130009,172.64095786861,1571045.1592505,5166999.4738356,7731585,2022-03-21 12:39:00,"Still set, bait missing","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"7. ST Lower",7233993,"BF 7G (retired)","Sentinel",NA,NA,-43.652327167148,172.63792520294,1570801.9903363,5166677.5518738,7731652,2022-03-21 12:45:00,"Still set, bait missing","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7234443,"BF 7K","Sentinel",NA,NA,-43.650115623585,172.64016944894,1570981.9035283,5166923.9553511,7731662,2022-03-21 12:47:00,"Still set, bait missing","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7234154,"BF 7I (retired)","Sentinel",NA,NA,-43.650834215916,172.63882694042,1570873.9857534,5166843.6775022,7731698,2022-03-21 12:54:00,"Still set, bait missing","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7296191,"C 8G","Sentinel",NA,NA,-43.650985945353,172.63768117451,1570781.6614549,5166826.4235825,7731800,2022-03-21 13:01:00,"Still set, bait missing","Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7222784,"MT 2B","Sentinel",NA,NA,-43.651864853866,172.62475037315,1569739.3283612,5166724.1780378,7960084,2022-03-24 09:27:00,"Still set, bait bad","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7222784,"MT 2B","Sentinel",NA,NA,-43.651864853866,172.62475037315,1569739.3283612,5166724.1780378,7960085,2022-03-24 09:27:00,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
