"Line","TrapID","Code","TrapType","TrapSubType","Tags","Latitude","Longitude","Easting","Northing","EntryID","Date","Status","InitialBait","Rebaited","BaitType","BaitDetails","RecordedBy","Strikes","SpeciesCaught","Sex","Maturity","TrapCondition","Notes"
"6: ST South",7233701,"6G","Sentinel",NA,NA,-43.656109715612,172.63022675415,1570183.0522436,5166254.7207442,12005866,2022-05-09 12:27:00,"Still set, bait bad","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7233901,"ST 5I (retired)","Sentinel",NA,NA,-43.656385425267,172.62955879651,1570129.3276034,5166223.8599144,12006170,2022-05-09 12:54:00,"Still set, bait bad","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"5. ST Line",7234011,"5I S19","Sentinel",NA,NA,-43.655510599384,172.62867825624,1570057.8901608,5166320.7018383,12006465,2022-05-09 13:09:00,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"5. ST Line",7233372,"5O S16","Sentinel",NA,NA,-43.655033248316,172.63063308826,1570215.2852722,5166374.4203798,12006798,2022-05-09 13:32:00,"Still set, bait bad","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7233041,"ST 5C","Sentinel",NA,NA,-43.655068103051,172.63176245166,1570306.3712139,5166370.9540349,12006856,2022-05-09 13:39:00,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7232857,"ST 5A (retired)","Sentinel",NA,NA,-43.653794142048,172.63340146857,1570437.9120301,5166513.0267021,12007544,2022-05-09 14:13:00,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7246683,"P A17","AT220",NA,NA,-43.656688551009,172.63303196827,1570409.5372166,5166191.438552,12008022,2022-05-09 14:41:00,"Still set, bait bad","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"7. ST Lower",7233720,"BF 7E","Sentinel",NA,NA,-43.653440514893,172.63647183679,1570685.3311742,5166553.3899301,12008215,2022-05-09 14:51:00,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"1: MT Upper",7961203,"1H A18 (retired)","AT220",NA,NA,-43.649454462916,172.62976689435,1570142.6741052,5166993.6953581,12349312,2022-05-13 11:00:00,"Sprung","None","Yes","Mayo",NA,"Denis Aldridge",1,"Mouse",NA,"Adult","OK",NA
NA,7222784,"MT 2B","Sentinel",NA,NA,-43.651864853866,172.62475037315,1569739.3283612,5166724.1780378,12356696,2022-05-13 14:15:00,"Still set, bait bad","Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7223337,"MT 2D (retired)","Sentinel",NA,NA,-43.653068120483,172.62686851804,1569910.7394946,5166591.3119247,12356699,2022-05-13 14:16:00,"Still set, bait bad","Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7223915,"MT 2F","Sentinel",NA,NA,-43.651595722036,172.62614999781,1569852.0615667,5166754.5774333,12356714,2022-05-13 14:16:00,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7224268,"MT 2J","Sentinel",NA,NA,-43.649925145164,172.62872599358,1570058.9647658,5166941.0459452,12356788,2022-05-13 14:18:00,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7222776,"MT 3C (retired)","Sentinel",NA,NA,-43.651961816712,172.62895620235,1570078.5408718,5166714.9339742,12356852,2022-05-13 14:22:00,"Still set, bait bad","Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7223237,"MT 3A","Sentinel",NA,NA,-43.652231825359,172.62810814246,1570010.2865197,5166684.6404467,12356850,2022-05-13 14:22:00,"Still set, bait bad","Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7300267,"MT 2N","Sentinel",NA,NA,-43.650811523791,172.62938274299,1570112.3672687,5166842.8404554,12356842,2022-05-13 14:22:00,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7222258,"MT 3C","Sentinel",NA,NA,-43.652046569856,172.63069545515,1570218.8384771,5166706.1467032,12356867,2022-05-13 14:23:00,"Still set, bait bad","Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7222524,"MT 3D (retired)","Sentinel",NA,NA,-43.651988353218,172.62996997854,1570160.3063094,5166712.3517537,12356856,2022-05-13 14:23:00,"Still set, bait bad","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"1: MT Upper",7462465,"1Sa","Sentinel",NA,NA,-43.650324369902,172.62504598295,1569762.3939262,5166895.3736194,13097261,2022-05-27 11:15:00,"Still set, bait bad","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"1: MT Upper",7464631,"1Sf","Sentinel",NA,NA,-43.64868112938,172.62853931772,1570043.2921795,5167079.1403153,13098005,2022-05-27 11:48:00,"Still set, bait bad","Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7224643,"MT 3I","Sentinel",NA,NA,-43.651307835904,172.63248172468,1570362.5222188,5166788.830676,13098878,2022-05-27 12:22:00,"Still set, bait bad","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,13242073,"S70 (retired)","Sentinel",NA,NA,-43.655926905551,172.6326996157,1570382.3636037,5166275.9092652,13242095,2022-06-03 12:37:00,"Still set, bait bad",NA,"Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,13242105,"S70 (retired)","Sentinel",NA,NA,-43.656020310798,172.63274575947,1570386.1303583,5166265.5520322,13242149,2022-06-03 12:46:00,"Still set, bait bad",NA,"Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7232911,"BF 7A","Sentinel",NA,NA,-43.654567717959,172.63373897391,1570465.5072169,5166427.2326172,13410877,2022-06-15 13:36:00,"Still set, bait missing","Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7294238,"C 8A","Sentinel",NA,NA,-43.654278541711,172.63361165722,1570455.0988964,5166459.3035559,13411758,2022-06-15 14:44:00,"Still set, bait bad","Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7295719,"C 8E","Sentinel",NA,NA,-43.651820344344,172.63686433792,1570716.1949919,5166733.4664506,13412092,2022-06-15 15:12:00,"Still set, bait bad","Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7296191,"C 8G","Sentinel",NA,NA,-43.650985945353,172.63768117451,1570781.6614549,5166826.4235825,13412308,2022-06-15 15:23:00,"Sprung","Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",1,"Possum",NA,"Adult","OK",NA
NA,7239215,"ST 4B","Sentinel",NA,NA,-43.654395161705,172.62431146721,1569705.2063044,5166442.9990428,13568409,2022-06-30 11:17:00,"Still set, bait bad","Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,8571067,"#S65","Sentinel",NA,NA,-43.65454907671,172.62453009726,1569722.9135488,5166425.9848389,13568415,2022-06-30 11:17:00,"Still set, bait bad","Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7222784,"MT 2B","Sentinel",NA,NA,-43.651864853866,172.62475037315,1569739.3283612,5166724.1780378,13568930,2022-06-30 11:50:00,"Still set, bait missing","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7223337,"MT 2D (retired)","Sentinel",NA,NA,-43.653068120483,172.62686851804,1569910.7394946,5166591.3119247,13569045,2022-06-30 11:58:00,"Still set, bait missing","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7223915,"MT 2F","Sentinel",NA,NA,-43.651595722036,172.62614999781,1569852.0615667,5166754.5774333,13569278,2022-06-30 12:07:00,"Still set, bait missing","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"6: ST South",13408758,"6H A23","AT220",NA,NA,-43.65884628674,172.62761833748,1569974.0840966,5165949.8534017,13569306,2022-06-30 12:07:00,"Sprung","None","Yes","Mayo",NA,"Denis Aldridge",1,"Mouse",NA,"Adult","OK","Battery replaced."
NA,7300267,"MT 2N","Sentinel",NA,NA,-43.650811523791,172.62938274299,1570112.3672687,5166842.8404554,13570036,2022-06-30 12:48:00,"Still set, bait missing","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"1: MT Upper",7464580,"1Se","Sentinel",NA,NA,-43.648850188931,172.62770557303,1569976.1384177,5167060.0631549,13570226,2022-06-30 13:01:00,"Still set, bait bad","None","Yes","Peanut butter",NA,NA,0,"None",NA,"Adult","OK",NA
"1: MT Upper",7464631,"1Sf","Sentinel",NA,NA,-43.64868112938,172.62853931772,1570043.2921795,5167079.1403153,13570240,2022-06-30 13:05:00,"Sprung","None","Yes","Peanut butter",NA,NA,1,"Possum",NA,"Adult","OK",NA
NA,7223237,"MT 3A","Sentinel",NA,NA,-43.652231825359,172.62810814246,1570010.2865197,5166684.6404467,13570257,2022-06-30 13:10:00,"Sprung","Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"6: ST South",13308657,"ST 6L","Sentinel",NA,NA,-43.658239581419,172.62836223507,1570033.7644331,5166017.5037186,13570434,2022-06-30 13:29:00,"Still set, bait bad",NA,"Yes","Peanut butter","Blaze lure added","Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7222776,"MT 3C (retired)","Sentinel",NA,NA,-43.651961816712,172.62895620235,1570078.5408718,5166714.9339742,13571375,2022-06-30 14:38:00,"Sprung","Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7432133,"MT 9A","Sentinel",NA,NA,-43.650677846146,172.63198216332,1570321.9262557,5166858.6195361,13571392,2022-06-30 14:39:00,"Still set, bait missing","Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7222524,"MT 3D (retired)","Sentinel",NA,NA,-43.651988353218,172.62996997854,1570160.3063094,5166712.3517537,13571395,2022-06-30 14:40:00,"Still set, bait missing","Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7301003,"MT 9D","Sentinel",NA,NA,-43.650283232271,172.63471864491,1570542.4117056,5166903.4205629,13571449,2022-06-30 14:43:00,"Still set, bait bad","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7300733,"MT 9B","Sentinel",NA,NA,-43.650859129673,172.63296889279,1570401.5881907,5166838.8383174,13571459,2022-06-30 14:44:00,"Still set, bait bad","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7300884,"MT 9C","Sentinel",NA,NA,-43.650567773996,172.63348317311,1570442.9183359,5166871.3798549,13571455,2022-06-30 14:44:00,"Still set, bait bad","Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7222258,"MT 3C","Sentinel",NA,NA,-43.652046569856,172.63069545515,1570218.8384771,5166706.1467032,13571606,2022-06-30 14:56:00,"Still set, bait missing","Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7224643,"MT 3I","Sentinel",NA,NA,-43.651307835904,172.63248172468,1570362.5222188,5166788.830676,13572601,2022-06-30 16:07:00,"Still set, bait missing","Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"5. ST Line",13409990,"5N S14","Sentinel",NA,NA,-43.65415262087,172.63315687901,1570418.3645592,5166473.1264851,13670504,2022-07-07 09:38:00,"Still set, bait missing","None","Yes","Peanut butter","Blaze lure added","Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7239215,"ST 4B","Sentinel",NA,NA,-43.654395161705,172.62431146721,1569705.2063044,5166442.9990428,13670881,2022-07-07 09:53:00,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,8571067,"#S65","Sentinel",NA,NA,-43.65454907671,172.62453009726,1569722.9135488,5166425.9848389,13670969,2022-07-07 09:57:00,"Sprung","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",1,"Possum",NA,"Adult","OK",NA
NA,7224268,"MT 2J","Sentinel",NA,NA,-43.649925145164,172.62872599358,1570058.9647658,5166941.0459452,13671537,2022-07-07 10:41:00,"Sprung","None","Yes","Peanut butter",NA,"Denis Aldridge",1,"Possum",NA,"Adult","OK",NA
NA,7223337,"MT 2D (retired)","Sentinel",NA,NA,-43.653068120483,172.62686851804,1569910.7394946,5166591.3119247,13671573,2022-07-07 10:44:00,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7223915,"MT 2F","Sentinel",NA,NA,-43.651595722036,172.62614999781,1569852.0615667,5166754.5774333,13671564,2022-07-07 10:44:00,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7222784,"MT 2B","Sentinel",NA,NA,-43.651864853866,172.62475037315,1569739.3283612,5166724.1780378,13671582,2022-07-07 10:45:00,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"5. ST Line",7234011,"5I S19","Sentinel",NA,NA,-43.655510599384,172.62867825624,1570057.8901608,5166320.7018383,13671907,2022-07-07 11:11:00,"Still set, bait missing","Possum Dough","Yes","Peanut butter","Blaze lure added","Denis Aldridge",0,"None",NA,"Adult","OK",NA
"5. ST Line",13625865,"5H","Sentinel",NA,NA,-43.656272065886,172.62951056231,1570125.382017,5166236.432383,13672251,2022-07-07 11:35:00,"Still set, bait missing",NA,"Yes","Peanut butter","Blaze lure added","Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7222524,"MT 3D (retired)","Sentinel",NA,NA,-43.651988353218,172.62996997854,1570160.3063094,5166712.3517537,13672432,2022-07-07 11:47:00,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7222776,"MT 3C (retired)","Sentinel",NA,NA,-43.651961816712,172.62895620235,1570078.5408718,5166714.9339742,13672434,2022-07-07 11:47:00,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7223237,"MT 3A","Sentinel",NA,NA,-43.652231825359,172.62810814246,1570010.2865197,5166684.6404467,13672444,2022-07-07 11:48:00,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7224641,"MT 3G","Sentinel",NA,NA,-43.651393017114,172.63080544116,1570227.3850358,5166778.7704559,13672619,2022-07-07 11:50:00,"Still set, bait bad","Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7222258,"MT 3C","Sentinel",NA,NA,-43.652046569856,172.63069545515,1570218.8384771,5166706.1467032,13672621,2022-07-07 11:51:00,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7224643,"MT 3I","Sentinel",NA,NA,-43.651307835904,172.63248172468,1570362.5222188,5166788.830676,13672679,2022-07-07 12:01:00,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"5. ST Line",7301623,"5D A63","AT220",NA,NA,-43.655993970811,172.62764393327,1569974.7266978,5166266.6443691,13673244,2022-07-07 12:50:00,"Sprung","None","Yes","Mayo",NA,"Denis Aldridge",1,"Mouse",NA,"Adult","OK","Couldn't connect to AT220 App"
NA,13571807,"ST A20 (retired)","AT220",NA,NA,-43.655401429717,172.62709273966,1569929.9849873,5166332.2531408,13673328,2022-07-07 12:59:00,"Sprung",NA,"Yes","Mayo",NA,"Denis Aldridge",1,"Mouse",NA,"Adult","OK","Couldn't connect to AT220 app. Battery sounded flat so replaced"
"5. ST Line",13411867,"5L S23","Sentinel",NA,NA,-43.654454892808,172.62902430781,1570085.2705294,5166438.0746384,13674672,2022-07-07 14:19:00,"Still set, bait missing",NA,"Yes","Peanut butter","Blaze lure added","Denis Aldridge",0,"None",NA,"Adult","OK",NA
"1: MT Upper",7462465,"1Sa","Sentinel",NA,NA,-43.650324369902,172.62504598295,1569762.3939262,5166895.3736194,14033006,2022-07-19 10:22:00,"Still set, bait bad","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"6: ST South",7243153,"ST 6A","Sentinel",NA,NA,-43.654868948409,172.63288517208,1570396.8064237,5166393.4734383,14033035,2022-07-19 10:25:00,"Still set, bait missing","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"1: MT Upper",7238820,"1B A12","AT220",NA,NA,-43.649886422962,172.62515137801,1569770.6737093,5166944.0508709,14033259,2022-07-19 10:32:00,"Still set, bait bad","None","Yes","Mayo",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"6: ST South",7243273,"ST6B (retired)","Sentinel",NA,NA,-43.655459511479,172.63202292521,1570327.5678028,5166327.5769066,14033137,2022-07-19 10:37:00,"Still set, bait missing","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"6: ST South",13407453,"ST 6C","Sentinel",NA,NA,-43.656278066762,172.6315547068,1570290.2157931,5166236.49968,14033266,2022-07-19 10:52:00,"Still set, bait missing","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"1: MT Upper",7463463,"1Sb","Sentinel",NA,NA,-43.649517763552,172.62571304132,1569815.7839471,5166985.1989771,14043395,2022-07-19 11:03:00,"Still set, bait bad","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"6: ST South",7242909,"ST 6D","Sentinel",NA,NA,-43.657425891022,172.6307436093,1570225.3796332,5166108.73026,14033380,2022-07-19 11:05:00,"Still set, bait missing","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"6: ST South",13242889,"6E","Sentinel",NA,NA,-43.657689689387,172.63040941316,1570198.5625116,5166079.3125413,14034778,2022-07-19 11:30:00,"Still set, bait missing","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"1: MT Upper",7241859,"1C A4","AT220",NA,NA,-43.649246858685,172.62599160714,1569838.1132229,5167015.3872209,14043401,2022-07-19 11:33:00,"Still set, bait bad","None","Yes","Mayo",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"1: MT Upper",7464269,"1Sc","Sentinel",NA,NA,-43.64905335361,172.62655039549,1569883.0800233,5167037.0809938,14043408,2022-07-19 11:43:00,"Sprung","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"1: MT Upper",7242778,"1D A13 (retired)","AT220",NA,NA,-43.648686387044,172.62678323583,1569901.6742486,5167077.9211435,14043415,2022-07-19 12:00:00,"Still set, bait bad","None","Yes","Mayo",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"6: ST South",7248798,"ST 6M","Sentinel",NA,NA,-43.658287584789,172.62889346925,1570076.6232607,5166012.3640791,14038764,2022-07-19 12:13:00,"Still set, bait missing","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"1: MT Upper",7464335,"1Sd (retired)","Sentinel",NA,NA,-43.648750607854,172.62685831118,1569907.7608188,5167070.8159317,14043423,2022-07-19 12:25:00,"Still set, bait bad","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"1: MT Upper",7242779,"1E A87","AT220",NA,NA,-43.648812768207,172.62715782268,1569931.9461317,5167064.0208732,14043426,2022-07-19 12:26:00,"Sprung","None","Yes","Mayo",NA,"Denis Aldridge",1,"Possum",NA,"Adult","OK",NA
"1: MT Upper",7242783,"1F A100","AT220",NA,NA,-43.648773265934,172.62790067652,1569991.8343461,5167068.6768549,14043433,2022-07-19 12:44:00,"Still set, bait bad","None","Yes","Mayo",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"1: MT Upper",7464631,"1Sf","Sentinel",NA,NA,-43.64868112938,172.62853931772,1570043.2921795,5167079.1403153,14043454,2022-07-19 12:50:00,"Sprung","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"1: MT Upper",7242894,"1G A7 (retired)","AT220",NA,NA,-43.649010649111,172.62891845806,1570074.0318437,5167042.6802628,14044616,2022-07-19 12:58:00,"Still set, bait bad","None","Yes","Mayo",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"1: MT Upper",7961158,"1Sg","Sentinel",NA,NA,-43.649331851746,172.62938015909,1570111.4251469,5167007.1735054,14044651,2022-07-19 13:00:00,"Still set, bait bad","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"1: MT Upper",7961203,"1H A18 (retired)","AT220",NA,NA,-43.649454462916,172.62976689435,1570142.6741052,5166993.6953581,14046611,2022-07-19 13:04:00,"Still set, bait bad","None","Yes","Mayo",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"6: ST South",13410096,"S33","Sentinel",NA,NA,-43.659394817543,172.62872376378,1570063.4895386,5165889.3322192,14045917,2022-07-19 13:11:00,"Sprung","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"6: ST South",7247462,"ST 6F (retired)","Sentinel",NA,NA,-43.659117845768,172.62921542686,1570102.995601,5165920.2702879,14047499,2022-07-19 13:25:00,"Still set, bait missing","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7300884,"MT 9C","Sentinel",NA,NA,-43.650567773996,172.63348317311,1570442.9183359,5166871.3798549,14050867,2022-07-19 13:50:00,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7301003,"MT 9D","Sentinel",NA,NA,-43.650283232271,172.63471864491,1570542.4117056,5166903.4205629,14051187,2022-07-19 13:54:00,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7301809,"MT 9G","Sentinel",NA,NA,-43.649409689365,172.63841084244,1570839.7412265,5167001.7408667,14052390,2022-07-19 14:04:00,"Still set, bait bad","Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7302002,"MT 9H","Sentinel",NA,NA,-43.650029235842,172.63753012916,1570769.0167648,5166932.6236002,14052652,2022-07-19 14:07:00,"Still set, bait bad","Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7302118,"MT 9I","Sentinel",NA,NA,-43.65038103768,172.63762402933,1570776.7598189,5166893.585171,14053077,2022-07-19 14:10:00,"Still set, bait bad","Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7297211,"C 8K (retired)","Sentinel",NA,NA,-43.649261476215,172.6420901908,1571136.390484,5167019.4875527,14053442,2022-07-19 14:13:00,"Still set, bait missing","Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7225257,"MT 3K","Sentinel",NA,NA,-43.651094783404,172.63487827387,1570555.6812325,5166813.3454457,14058601,2022-07-19 14:55:00,"Still set, bait bad","None","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,14327284,"MT 2D","Sentinel",NA,NA,-43.65298628848,172.62671366953,1569898.2116544,5166600.3441338,14327301,2022-07-25 12:24:00,"Still set, bait bad",NA,"Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,14326725,"ST A15","AT220",NA,NA,-43.654707406284,172.62426259424,1569701.422269,5166408.3029536,14415161,2022-08-04 09:31:00,"Sprung",NA,"Yes","Mayo",NA,"Denis Aldridge",1,"Possum",NA,"Adult","OK",NA
NA,14334620,"ST A14","AT220",NA,NA,-43.654397403244,172.62445835193,1569717.0519377,5166442.8036974,14415355,2022-08-04 09:45:00,"Still set, bait bad",NA,"Yes","Mayo",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"1: MT Upper",7238037,"1A A8","AT220",NA,NA,-43.650756614455,172.62482466401,1569744.7629593,5166847.287419,14415455,2022-08-04 10:02:00,"Still set, bait OK","None","Yes","Mayo","Blaze lure added","Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7297211,"C 8K (retired)","Sentinel",NA,NA,-43.649261476215,172.6420901908,1571136.390484,5167019.4875527,14415452,2022-08-04 10:02:00,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7234485,"BF 7L (retired)","Sentinel",NA,NA,-43.649438130009,172.64095786861,1571045.1592505,5166999.4738356,14415457,2022-08-04 10:04:00,"Still set, bait bad","Peanut butter, Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7234443,"BF 7K","Sentinel",NA,NA,-43.650115623585,172.64016944894,1570981.9035283,5166923.9553511,14415523,2022-08-04 10:15:00,"Still set, bait missing","Peanut butter, Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
NA,7234154,"BF 7I (retired)","Sentinel",NA,NA,-43.650834215916,172.63882694042,1570873.9857534,5166843.6775022,14415723,2022-08-04 10:47:00,"Still set, bait missing","Peanut butter, Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"1: MT Upper",7242778,"1D A13 (retired)","AT220",NA,NA,-43.648686387044,172.62678323583,1569901.6742486,5167077.9211435,14415788,2022-08-04 10:58:00,"Still set, bait OK","Mayo","Yes","Mayo",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"1: MT Upper",7242779,"1E A87","AT220",NA,NA,-43.648812768207,172.62715782268,1569931.9461317,5167064.0208732,14415952,2022-08-04 11:12:00,"Still set, bait OK","Mayo","Yes","Mayo",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
"7. ST Lower",7233993,"BF 7G (retired)","Sentinel",NA,NA,-43.652327167148,172.63792520294,1570801.9903363,5166677.5518738,14416031,2022-08-04 11:29:00,"Still set, bait missing","Peanut butter, Possum Dough","Yes","Peanut butter",NA,"Denis Aldridge",0,"None",NA,"Adult","OK",NA
